Date,New Cars Sold,Used Cars Sold,Value of New Cars Sold,Value of Used Cars Sold,Cars Sold,Monthly Change in Cars Sold,Monthly Change in Cars Sold (%),Total Value of Cars Sold,Monthly Change in Value of Cars Sold,Monthly Change in Value of Cars Sold (%),Monthly Change in Number of New Cars Sold,Monthly Change in Number of New Cars Sold (%),Monthly Change in Value of New Cars Sold,Monthly Change in Value of New Cars Sold (%),Monthly Change in Number of Used Cars Sold,Monthly Change in Number of Used Cars Sold (%),Monthly Change in Value of Used Cars Sold,Monthly Change in Value of Used Cars Sold (%)
2002-02-01,31106,49927,755015820,386481929,81033,,,1141497749,,,,,,,,,,
2002-03-01,27520,50982,664454223,361353242,78502,-2531.0,-3.123418854047122,1025807465,-115690284.0,-10.13495507120794,-3586.0,-11.528322510126666,-90561597.0,-11.99466217807198,1055.0,2.1130851042522103,-25128687.0,-6.501904775992773
2002-04-01,34225,58794,805666244,419385387,93019,14517.0,18.492522483503613,1225051631,199244166.0,19.423154227094663,6705.0,24.36409883720929,141212021.0,21.252332532771035,7812.0,15.323055195951518,58032145.0,16.05967188195312
2002-05-01,36452,59817,846368297,433061150,96269,3250.0,3.493909846375476,1279429447,54377816.0,4.438818301528391,2227.0,6.506939371804243,40702053.0,5.051974474929111,1023.0,1.7399734666802669,13675763.0,3.260905940912062
2002-06-01,37359,60577,855005784,442569410,97936,1667.0,1.7316062283808886,1297575194,18145747.0,1.418268669878442,907.0,2.4882036650938133,8637487.0,1.0205352717742366,760.0,1.270541819215265,9508260.0,2.1955929318526968
2002-07-01,36348,55415,830251613,414731166,91763,-6173.0,-6.303095899362853,1244982779,-52592415.0,-4.053130426906115,-1011.0,-2.7061752188227706,-24754171.0,-2.8952050925540873,-5162.0,-8.521386004589203,-27838244.0,-6.290141923726722
2002-08-01,30367,55235,700530891,384673023,85602,-6161.0,-6.714035068600632,1085203914,-159778865.0,-12.83382129416587,-5981.0,-16.454825574997244,-129720722.0,-15.6242661825458,-180.0,-0.32482179915185316,-30058143.0,-7.247620980575165
2002-09-01,38965,60310,934484212,455453720,99275,13673.0,15.9727576458494,1389937932,304734018.0,28.08080712469676,8598.0,28.313629927223637,233953321.0,33.39657451308595,5075.0,9.188014845659453,70780697.0,18.40022376614645
2002-10-01,39740,55485,950502055,432112270,95225,-4050.0,-4.07957693276253,1382614325,-7323607.0,-0.5269017293068612,775.0,1.9889644552803842,16017843.0,1.7140838544204229,-4825.0,-8.000331619963518,-23341450.0,-5.12487854968009
2002-11-01,35276,58020,865326154,456738532,93296,-1929.0,-2.025728537673932,1322064686,-60549639.0,-4.379358574922909,-4464.0,-11.233014594866631,-85175901.0,-8.961148537443197,2535.0,4.568802379021353,24626262.0,5.699042519667397
2002-12-01,27812,49066,691740703,379196575,76878,-16418.0,-17.597753387069115,1070937278,-251127408.0,-18.99509234754645,-7464.0,-21.158861548928453,-173585451.0,-20.060118395543146,-8954.0,-15.432609445018963,-77541957.0,-16.977318874423318
2003-01-01,26994,42461,673208880,374453368,69455,-7423.0,-9.655558157080046,1047662248,-23275030.0,-2.173332694466168,-818.0,-2.941176470588236,-18531823.0,-2.679012948006332,-6605.0,-13.461460074185794,-4743207.0,-1.2508570258051521
2003-02-01,34707,49481,860730784,392438833,84188,14733.0,21.21229573104888,1253169617,205507369.0,19.615803603911086,7713.0,28.573016225827953,187521904.0,27.854936197514203,7020.0,16.532818350957346,17985465.0,4.803125445516088
2003-03-01,24585,41048,615749948,323297077,65633,-18555.0,-22.03995818881551,939047025,-314122592.0,-25.066247037810207,-10122.0,-29.164145561414124,-244980836.0,-28.461958205040805,-8433.0,-17.042905357612014,-69141756.0,-17.61847966763269
2003-04-01,32705,56513,791728069,413899574,89218,23585.0,35.93466701202139,1205627643,266580618.0,28.388420484054034,8120.0,33.028269269880006,175978121.0,28.57947801239604,15465.0,37.67540440459949,90602497.0,28.02453329944583
2003-05-01,37682,61856,909778220,458127973,99538,10320.0,11.567172543657112,1367906193,162278550.0,13.460088688427652,4977.0,15.217856596850643,118050151.0,14.91044155464949,5343.0,9.45446180524836,44228399.0,10.685780266108713
2003-06-01,38472,61742,917339608,469734647,100214,676.0,0.6791376157849305,1387074255,19168062.0,1.4012702112242037,790.0,2.096491693646829,7561388.0,0.8311243151105652,-114.0,-0.18429901707190943,11606674.0,2.533500393786259
2003-07-01,38573,59904,941898387,455117890,98477,-1737.0,-1.7332907577783496,1397016277,9942022.0,0.7167620597211544,101.0,0.26252859222291036,24558779.0,2.6771741660150727,-1838.0,-2.976903890382565,-14616757.0,-3.1117051069899038
2003-08-01,41088,62811,990041754,489374362,103899,5422.0,5.50585415883913,1479416116,82399839.0,5.898273367075446,2515.0,6.520104736473709,48143367.0,5.111312182340533,2907.0,4.852764423076916,34256472.0,7.526944721948858
2003-09-01,39556,60829,985375378,460316726,100385,-3514.0,-3.3821307231060915,1445692104,-33724012.0,-2.2795487784182056,-1532.0,-3.7285825545171347,-4666376.0,-0.47133123235931773,-1982.0,-3.1554982407540066,-29057636.0,-5.937711138206292
2003-10-01,40464,58279,1012404987,446119525,98743,-1642.0,-1.6357025452009788,1458524512,12832408.0,0.8876307731428223,908.0,2.2954798260693687,27029609.0,2.7430773696478505,-2550.0,-4.192079435795426,-14197201.0,-3.084224447668671
2003-11-01,38597,62417,980365678,470520906,101014,2271.0,2.299909867028549,1450886584,-7637928.0,-0.5236749836673327,-1867.0,-4.613977856860418,-32039309.0,-3.1646731704611852,4138.0,7.10032773383209,24401381.0,5.4696958175054045
2003-12-01,30155,50655,779674957,385164663,80810,-20204.0,-20.00118795414497,1164839620,-286046964.0,-19.715322145400716,-8442.0,-21.87216623053605,-200690721.0,-20.471006431948958,-11762.0,-18.844225130973935,-85356243.0,-18.14079712751382
2004-01-01,31668,49823,838060569,401959321,81491,681.0,0.8427174854597208,1240019890,75180270.0,6.454130569494199,1513.0,5.0174100480848915,58385612.0,7.488455474400979,-832.0,-1.6424834665876964,16794658.0,4.360383911958188
2004-02-01,33361,46427,891062280,367825717,79788,-1703.0,-2.0898013277539818,1258887997,18868107.0,1.5215971253493388,1693.0,5.34609069091827,53001711.0,6.324329405360674,-3396.0,-6.816129097003387,-34133604.0,-8.491805567558908
2004-03-01,27780,50842,721703209,377496734,78622,-1166.0,-1.4613726374893443,1099199943,-159688054.0,-12.684849993053039,-5581.0,-16.72911483468721,-169359071.0,-19.006423546511254,4415.0,9.50955263101212,9671017.0,2.6292389447037934
2004-04-01,39340,68766,975737236,502144505,108106,29484.0,37.500953931469574,1477881741,378681798.0,34.450674821405094,11560.0,41.612670986321085,254034027.0,35.199237558052765,17924.0,35.254317296723194,124647771.0,33.01956275997875
2004-05-01,37478,64059,919596999,472014215,101537,-6569.0,-6.076443490648065,1391611214,-86270527.0,-5.837444540158232,-1862.0,-4.733096085409249,-56140237.0,-5.753622484486187,-4707.0,-6.844952447430419,-30130290.0,-6.00032255655173
2004-06-01,37819,58589,916954404,431929913,96408,-5129.0,-5.051360587766041,1348884317,-42726897.0,-3.070318532227634,341.0,0.9098671220449273,-2642595.0,-0.28736446539883165,-5470.0,-8.539003106511188,-40084302.0,-8.492181109418496
2004-07-01,42758,65073,1038212129,486125865,107831,11423.0,11.84860177578624,1524337994,175453677.0,13.007318328840789,4939.0,13.059573230386846,121257725.0,13.223964514597618,6484.0,11.066923825291441,54195952.0,12.547394928861987
2004-08-01,38329,60994,958264422,474975823,99323,-8508.0,-7.890124361269024,1433240245,-91097749.0,-5.976217174837406,-4429.0,-10.358295523644701,-79947707.0,-7.700517530748286,-4079.0,-6.268344782014045,-11150042.0,-2.2936533113702917
2004-09-01,37175,61106,950681015,470372767,98281,-1042.0,-1.0491024234064672,1421053782,-12186463.0,-0.8502735701508279,-1154.0,-3.0107751311017728,-7583407.0,-0.7913689401274682,112.0,0.18362461881495928,-4603056.0,-0.9691137479222789
2004-10-01,38712,60238,1004251102,478484210,98950,669.0,0.6807012545659852,1482735312,61681530.0,4.340548597195881,1537.0,4.134498991257574,53570087.0,5.634917091512559,-868.0,-1.4204824403495575,8111443.0,1.724471221353685
2004-11-01,34839,57046,913403542,452470718,91885,-7065.0,-7.139969681657399,1365874260,-116861052.0,-7.881450657728717,-3873.0,-10.004649721016733,-90847560.0,-9.046299259126922,-3192.0,-5.29898070985092,-26013492.0,-5.4366458613127495
2004-12-01,29859,54654,821585825,439882689,84513,-7372.0,-8.023072318659196,1261468514,-104405746.0,-7.64387682362504,-4980.0,-14.294325325066737,-91817717.0,-10.052261982579436,-2392.0,-4.193107316902145,-12588029.0,-2.782064893755176
2005-01-01,31058,51883,861503861,431825791,82941,-1572.0,-1.8600688651450037,1293329652,31861138.0,2.5257180537127555,1199.0,4.015539703272042,39918036.0,4.858656854261079,-2771.0,-5.07007721301277,-8056898.0,-1.8316015159214438
2005-02-01,33637,49534,933312807,407244081,83171,230.0,0.27730555455083294,1340556888,47227236.0,3.651600806257549,2579.0,8.303818661858454,71808946.0,8.335301703308318,-2349.0,-4.527494555056566,-24581710.0,-5.692506217165705
2005-03-01,26707,51666,705851980,395540384,78373,-4798.0,-5.768837695831475,1101392364,-239164524.0,-17.840684430543917,-6930.0,-20.60231292921485,-227460827.0,-24.37133887952745,2132.0,4.304114345701948,-11703697.0,-2.8738777421297823
2005-04-01,35277,65088,920888098,504245180,100365,21992.0,28.060684164189187,1425133278,323740914.0,29.39378595510218,8570.0,32.08896543977235,215036118.0,30.464760897886833,13422.0,25.978399721286728,108704796.0,27.482603647368652
2005-05-01,36609,61977,925591302,469034149,98586,-1779.0,-1.7725302645344443,1394625451,-30507827.0,-2.1406999240670355,1332.0,3.7758312781699166,4703204.0,0.5107248112137031,-3111.0,-4.779682890855453,-35211031.0,-6.982918706332509
2005-06-01,36191,60765,904011185,471821748,96956,-1630.0,-1.6533787758911012,1375832933,-18792518.0,-1.347495701195256,-418.0,-1.14179573328963,-21580117.0,-2.331495224011948,-1212.0,-1.9555641608983931,2787599.0,0.5943275145196214
2005-07-01,40674,64021,1029116197,513909527,104695,7739.0,7.981971203432492,1543025724,167192791.0,12.152114329422004,4483.0,12.387057555745894,125105012.0,13.838878774492148,3256.0,5.3583477330700235,42087779.0,8.920271093565614
2005-08-01,38189,58605,1012715139,480607370,96794,-7901.0,-7.546683222694495,1493322509,-49703215.0,-3.2211527148850005,-2485.0,-6.109554014849783,-16401058.0,-1.5937032229996095,-5416.0,-8.459724153012294,-33302157.0,-6.4801594931319535
2005-09-01,45547,69589,1207716905,557209927,115136,18342.0,18.94952166456598,1764926832,271604323.0,18.187921320618084,7358.0,19.267328288250553,195001766.0,19.255342246838868,10984.0,18.742428120467537,76602557.0,15.938697943812219
2005-10-01,38909,62941,1001701319,502113995,101850,-13286.0,-11.539396887159537,1503815314,-261111518.0,-14.794467015049605,-6638.0,-14.57395657233188,-206015586.0,-17.0582679721619,-6648.0,-9.553233988130305,-55095932.0,-9.887823122002636
2005-11-01,31392,57367,804224324,472018026,88759,-13091.0,-12.853215513009332,1276242350,-227572964.0,-15.133039401938152,-7517.0,-19.319437662237526,-197476995.0,-19.714159425999522,-5574.0,-8.855912680129007,-30095969.0,-5.993851854298549
2005-12-01,28915,53053,763610056,438437059,81968,-6791.0,-7.651055104271121,1202047115,-74195235.0,-5.81356942119966,-2477.0,-7.890545361875634,-40614268.0,-5.050116837799101,-4314.0,-7.52000278905991,-33580967.0,-7.114339951076365
2006-01-01,29787,49229,797994610,427622069,79016,-2952.0,-3.6014054265079087,1225616679,23569564.0,1.9607853723770274,872.0,3.015735777278228,34384554.0,4.502894341139996,-3824.0,-7.207886453169476,-10814990.0,-2.4667143841962447
2006-02-01,32331,50745,889192843,436119403,83076,4060.0,5.138199858256565,1325312246,99695567.0,8.13431872364394,2544.0,8.540638533588485,91198233.0,11.428427192008229,1516.0,3.0794856690162353,8497334.0,1.9871130645504609
2006-03-01,25688,51372,690139661,410661975,77060,-6016.0,-7.24156194328085,1100801636,-224510610.0,-16.940204897193713,-6643.0,-20.54684358665059,-199053182.0,-22.385828177431698,627.0,1.2355897132722449,-25457428.0,-5.837261040183527
2006-04-01,34167,66205,900277823,524850834,100372,23312.0,30.251751881650655,1425128657,324327021.0,29.462803323813368,8479.0,33.00763002180007,210138162.0,30.448643060958645,14833.0,28.873705520517024,114188859.0,27.806046323134748
2006-05-01,34099,58148,870626654,485131848,92247,-8125.0,-8.094887020284547,1355758502,-69370155.0,-4.867641574623116,-68.0,-0.1990224485614811,-29651169.0,-3.293557637707134,-8057.0,-12.169775696699647,-39718986.0,-7.567671312874391
2006-06-01,36904,63707,917436807,524859557,100611,8364.0,9.066961527204143,1442296364,86537862.0,6.382985013358966,2805.0,8.226047684682825,46810153.0,5.376604631265969,5559.0,9.560088051179738,39727709.0,8.189053999192408
2006-07-01,38718,63039,962049369,530723293,101757,1146.0,1.139040462772467,1492772662,50476298.0,3.4997174824743515,1814.0,4.915456319098199,44612562.0,4.862739499833468,-668.0,-1.0485503947760821,5863736.0,1.1172009581984277
2006-08-01,36662,56611,928819275,481673874,93273,-8484.0,-8.337509950175415,1410493149,-82279513.0,-5.511858241680478,-2056.0,-5.310191642130279,-33230094.0,-3.454094464459856,-6428.0,-10.196862259870876,-49049419.0,-9.241994773347928
2006-09-01,37151,66516,964524846,566181664,103667,10394.0,11.143632133629232,1530706510,120213361.0,8.52278942901834,489.0,1.333806120779002,35705571.0,3.8441892799866872,9905.0,17.49659960078429,84507790.0,17.54460737058785
2006-10-01,35334,57684,914277304,496348705,93018,-10649.0,-10.272314236931713,1410626009,-120080501.0,-7.844776266091658,-1817.0,-4.890850851928619,-50247542.0,-5.209564295661496,-8832.0,-13.278008298755184,-69832959.0,-12.33401988094055
2006-11-01,33211,60068,873442790,517877328,93279,261.0,0.2805908533832113,1391320118,-19305891.0,-1.3686044973526323,-2123.0,-6.008377200430182,-40834514.0,-4.466316053274799,2384.0,4.132861798765686,21528623.0,4.337398845434692
2006-12-01,28138,52776,767687998,461552850,80914,-12365.0,-13.255931131337173,1229240848,-162079270.0,-11.64931548844319,-5073.0,-15.275059468248475,-105754792.0,-12.107809831483063,-7292.0,-12.139575148165417,-56324478.0,-10.876026996107468
2007-01-01,26879,50097,733181836,429705987,76976,-3938.0,-4.866895716439679,1162887823,-66353025.0,-5.397886436002974,-1259.0,-4.4743762882934135,-34506162.0,-4.494815874404223,-2679.0,-5.07617098681219,-31846863.0,-6.899938544415873
2007-02-01,31430,53277,886162633,462733911,84707,7731.0,10.043390147578467,1348896544,186008721.0,15.995413944583037,4551.0,16.93143346106627,152980797.0,20.865328283992014,3180.0,6.347685490149102,33027924.0,7.686167984436287
2007-03-01,24793,48360,668148095,407096172,73153,-11554.0,-13.639958917208727,1075244267,-273652277.0,-20.287121218986538,-6637.0,-21.11676741966274,-218014538.0,-24.60209107011625,-4917.0,-9.229123261444904,-55637739.0,-12.023700376694457
2007-04-01,32862,61513,872431678,514312592,94375,21222.0,29.010430194250404,1386744270,311500003.0,28.970161716751576,8069.0,32.545476545799225,204283583.0,30.574596340052416,13153.0,27.19809760132341,107216420.0,26.336877468845366
2007-05-01,33705,59128,865042222,500935964,92833,-1542.0,-1.6339072847682101,1365978186,-20766084.0,-1.4974703302722103,843.0,2.565272959649434,-7389456.0,-0.8469953792759943,-2385.0,-3.877229203582977,-13376628.0,-2.600875072488984
2007-06-01,34931,62944,887475431,526560827,97875,5042.0,5.431258280999218,1414036258,48058072.0,3.518216651814088,1226.0,3.637442515947198,22433209.0,2.593307983063986,3816.0,6.453795156271136,25624863.0,5.115396945227113
2007-07-01,37333,61175,948250315,519442504,98508,633.0,0.6467432950191476,1467692819,53656561.0,3.794567550615091,2402.0,6.876413500901779,60774884.0,6.848063831076345,-1769.0,-2.810434672089479,-7118323.0,-1.3518519865132306
2007-08-01,33259,60991,851325779,521144458,94250,-4258.0,-4.322491574288378,1372470237,-95222582.0,-6.487909511261291,-4074.0,-10.912597433905658,-96924536.0,-10.221408257586495,-184.0,-0.30077646097261823,1701954.0,0.32765012237041535
2007-09-01,35186,63410,929649250,541115210,98596,4346.0,4.611140583554385,1470764460,98294223.0,7.161847328278337,1927.0,5.793920442586975,78323471.0,9.200176117302794,2419.0,3.9661589414831777,19970752.0,3.83209524603636
2007-10-01,30248,52541,806385930,443757477,82789,-15807.0,-16.03209055134083,1250143407,-220621053.0,-15.000434059985379,-4938.0,-14.033990791792196,-123263320.0,-13.259121114764516,-10869.0,-17.140829522157386,-97357733.0,-17.992052561228135
2007-11-01,32965,59348,885708713,516190017,92313,9524.0,11.50394376064452,1401898730,151755323.0,12.139033182134762,2717.0,8.982412060301503,79322783.0,9.836826270021849,6807.0,12.955596581717144,72432540.0,16.32255088740735
2007-12-01,27160,50593,735515910,445062491,77753,-14560.0,-15.772426418814256,1180578401,-221320329.0,-15.78718378609274,-5805.0,-17.609585924465343,-150192803.0,-16.95735864348441,-8755.0,-14.751971422794362,-71127526.0,-13.779330025284075
2008-01-01,24312,45269,661821527,395862246,69581,-8172.0,-10.51020539400409,1057683773,-122894628.0,-10.40969645860902,-2848.0,-10.486008836524297,-73694383.0,-10.019413856051052,-5324.0,-10.523194908386536,-49200245.0,-11.05468243110157
2008-02-01,29072,47857,799819205,430842103,76929,7348.0,10.560354119659099,1230661308,172977535.0,16.3543716388282,4760.0,19.578808818690362,137997678.0,20.851192106962092,2588.0,5.716936534935613,34979857.0,8.83637107439641
2008-03-01,22819,50937,611004312,409316017,73756,-3173.0,-4.124582407154653,1020320329,-210340979.0,-17.091703268207404,-6253.0,-21.50866813428729,-188814893.0,-23.607196703910105,3080.0,6.435840106985391,-21526086.0,-4.9962818977327235
2008-04-01,27118,55978,704894267,449993794,83096,9340.0,12.66337653885785,1154888061,134567732.0,13.188772993662457,4299.0,18.839563521626722,93889955.0,15.366496300602206,5041.0,9.896538861731162,40677777.0,9.937988085132755
2008-05-01,30769,58468,778075721,478875678,89237,6141.0,7.390247424665453,1256951399,102063338.0,8.83750914453345,3651.0,13.463382255328572,73181454.0,10.381905120530654,2490.0,4.448176069170029,28881884.0,6.418284959725473
2008-06-01,29035,55339,709096913,437787528,84374,-4863.0,-5.4495332653495705,1146884441,-110066958.0,-8.756659810997192,-1734.0,-5.635542266566995,-68978808.0,-8.865307853501314,-3129.0,-5.3516453444619305,-41088150.0,-8.580128807460541
2008-07-01,31463,54449,747520852,426137636,85912,1538.0,1.8228364188020096,1173658488,26774047.0,2.334502591791643,2428.0,8.362321336318246,38423939.0,5.418714747669484,-890.0,-1.6082690326894244,-11649892.0,-2.6610835747700845
2008-08-01,29188,57055,732481463,444897621,86243,331.0,0.3852779588416011,1177379084,3720596.0,0.3170084004879614,-2275.0,-7.23071544353685,-15039389.0,-2.011902271322863,2606.0,4.78613014013114,18759985.0,4.4023300021310385
2008-09-01,25666,53455,663384108,411849673,79121,-7122.0,-8.258061523833815,1075233781,-102145303.0,-8.675651231460135,-3522.0,-12.066602713443885,-69097355.0,-9.433324731113368,-3600.0,-6.309701165542025,-33047948.0,-7.42821414187782
2008-10-01,26751,51206,697999898,398834140,77957,-1164.0,-1.4711644190543605,1096834038,21600257.0,2.0088893579879086,1085.0,4.227382529416346,34615790.0,5.218061388953266,-2249.0,-4.207277149003829,-13015533.0,-3.160263040927558
2008-11-01,23216,50727,614717936,382437406,73943,-4014.0,-5.148992393242424,997155342,-99678696.0,-9.087855823817891,-3535.0,-13.21445927255056,-83281962.0,-11.93151492408957,-479.0,-0.935437253446858,-16396734.0,-4.111166110303399
2008-12-01,16842,39803,447337415,295521964,56645,-17298.0,-23.393695143556524,742859379,-254295963.0,-25.502141169896074,-6374.0,-27.455203308063403,-167380521.0,-27.228833127784313,-10924.0,-21.534882804029408,-86915442.0,-22.726710472458333
2009-01-01,17220,42611,469069897,329674280,59831,3186.0,5.624503486627241,798744177,55884798.0,7.522930931454264,378.0,2.244389027431426,21732482.0,4.8581856270618395,2808.0,7.054744617239916,34152316.0,11.556608360927111
2009-02-01,17963,41254,504208132,320520578,59217,-614.0,-1.0262238638832688,824728710,25984533.0,3.2531733874537005,743.0,4.3147502903600365,35138235.0,7.491044559612825,-1357.0,-3.1846236887188795,-9153702.0,-2.7765896690515213
